window_start,entropy_nose,entropy_left_wrist,entropy_right_wrist,entropy_shoulders,postural_stability,velocity_nose,velocity_left_wrist,velocity_right_wrist,gaze_proxy,symmetry,state
245.0,0.0005068187620225986,0.0037170167489872876,0.012915499893328245,4.558289210564973e-05,0.0001129989364271642,0.003680305084745752,0.026032322033898304,0.0329641186440678,0.003680305084745752,0.00041949945246751467,N
250.0,0.00024144097542994335,0.0037256008617918075,0.005900822003670903,3.7047123959322055e-05,7.117008360463721e-05,0.003692491525423717,0.028186983050847454,0.02867738983050848,0.003692491525423717,5.8035184216948996e-05,N
255.0,0.00024076891442344623,0.0038656674590096043,0.007831824663321467,7.048862666101698e-05,5.4600208465323683e-05,0.003950745762711861,0.02821383050847457,0.02795664406779661,0.003950745762711861,0.00030635443071186385,N
260.0,0.0002799217196384179,0.0038450396795655347,0.00871447929045508,7.891759237062148e-05,3.988860720791589e-05,0.0041382881355932115,0.028973728813559314,0.028790508474576273,0.0041382881355932115,0.000442712324632768,N
265.0,0.0010067321795499999,0.0056759819570596035,0.015603711427737851,8.231210919519775e-05,2.3271059521115136e-05,0.006387881355932193,0.026549016949152536,0.029051169491525423,0.006387881355932193,0.001087471297752543,N
270.0,0.004843046994372599,0.008570104989079941,0.02211827263447175,0.00031209132058502816,0.0001237442072791668,0.013303559322033887,0.025027898305084742,0.039114118644067795,0.013303559322033887,0.000366730753606779,N
275.0,0.0056452032216966095,0.010038885201020057,0.02266036394565537,0.0003111690778903955,0.00018570080383062702,0.01263983050847457,0.0221911186440678,0.037659898305084746,0.01263983050847457,0.0006246511330836165,N
280.0,0.006559560644877684,0.022346431313258194,0.035254450833084455,0.0004963248856912429,0.00032618171287613913,0.014758169491525414,0.02566174576271186,0.03769159322033898,0.014758169491525414,0.0015491723016203413,N
285.0,0.013303794820694635,0.022973121530060737,0.056039034532961315,0.0029337046347163837,0.0014197126900398296,0.015517525423728801,0.026559728813559322,0.0353934406779661,0.015517525423728801,0.0015901328634180803,N
290.0,0.013383459228418076,0.022448169340868646,0.05906331707245621,0.003391780970701412,0.0015933800991764443,0.01898223728813559,0.029856067796610163,0.034094016949152546,0.01898223728813559,0.0010003214096146896,R
295.0,0.01116311505037853,0.02719830817789351,0.05917981451137401,0.0031789375812197743,0.0015806083139963715,0.020845525423728813,0.03768898305084746,0.03481840677966101,0.020845525423728813,0.0025579640240381354,R
